Defect type,MK,Expected Life
3.0,168.17109374999993,43.59691560199347
3.0,240.63796875000003,37.70071817387217
3.0,176.37296874999993,37.82847042840441
3.0,72.6884375,55.96637166672805
3.0,31.368593750000002,64.47726246365357
3.0,49.483593750000004,63.98299749991174
3.0,74.97031249999999,59.661911241031305
3.0,84.39156249999994,51.923776274833685
3.0,119.13562500000008,55.89014833437412
3.0,118.91125000000008,50.589323561561244
3.0,48.24312500000001,65.23280395491199
3.0,48.220625000000005,63.18087252047254
2.0,38.170781250000005,63.129492671234395
2.0,87.61359375000002,52.82914956156502
2.0,32.75765625,63.69195472465777
2.0,37.242343749999996,62.70037247090532
3.0,102.03171874999995,54.445480482843
3.0,35.96828125000001,66.36041380545902
1.0,164.00390624999991,21.09961789429348
1.0,147.0815625000001,27.967367602793296
3.0,492.9973437500001,12.83430739084671
3.0,495.0209375000003,12.291702014244784
2.0,33.13312499999999,63.88020838104789
2.0,33.13312499999999,64.45142999766439
1.0,262.3079687500001,-8.560520895702965
1.0,178.73640625,16.950530741078303
3.0,168.23796874999996,39.04603918150651
3.0,146.65562499999993,51.10767806059132
3.0,236.58999999999983,39.09424559848269
3.0,235.99234374999986,40.37705746658499
3.0,37.58078125000001,63.81267194472664
3.0,44.33984375,65.31427449249763
1.0,47.885000000000005,56.777955065458414
1.0,47.96390625,56.46760441035762
3.0,6.155624999999999,69.96520375233324
3.0,38.14249999999999,63.967119388092314
3.0,52.01765625000002,64.67891056089229
3.0,43.3571875,64.75189186589654
3.0,21.86046875,68.37865420001147
3.0,25.90015625,67.97355084286774
3.0,117.84484375000002,47.554524460390304
3.0,115.25078125000002,55.368400361318905
2.0,72.33656250000006,55.67079702936331
2.0,72.29421875000004,55.78578516020275
3.0,182.09656250000003,37.73693467938888
3.0,192.9221875,32.925831341536366
3.0,187.89062500000009,37.96237845299517
3.0,71.87906250000002,60.56520886471937
3.0,85.61109375000008,56.97738911135875
3.0,84.91421875000009,55.3354709311911
3.0,92.91437499999985,55.30458634844425
3.0,92.60499999999986,52.26984028727247
3.0,7.34296875,69.68089439980945
3.0,8.39390625,69.58440429413574
1.0,100.21312500000002,43.50924018401573
1.0,89.67765624999998,45.294394778470206
3.0,86.47609374999995,56.52523804691124
3.0,85.78609374999994,57.16609789465417
3.0,132.56234375000003,47.096718658419604
3.0,74.14890624999998,58.88499636208775
3.0,43.900468750000016,63.18561507236487
3.0,41.05624999999999,62.45496090605169
3.0,75.25453125000006,56.88489999288448
3.0,75.23750000000005,61.048761609356205
3.0,477.4746875000001,-37.87081282734641
3.0,477.10093750000004,-2.730825318004733
3.0,69.39703125000001,58.77521033174118
3.0,65.16093749999999,59.73736951159266
2.0,200.20734374999998,31.30358816640657
2.0,147.31234375000005,39.82000072155796
3.0,67.72875000000005,61.05346588696211
3.0,92.07375,55.82653072357644
1.0,133.85828125000006,31.812431478136418
1.0,134.02343750000003,30.732478840316425
3.0,56.14000000000001,62.68923810454895
3.0,53.722812499999996,63.84202881788994
3.0,38.88015625,65.12007694183683
3.0,34.322500000000005,66.96618329747521
3.0,45.51906250000001,62.48641998601117
3.0,38.9725,66.37044243707892
3.0,374.9135937500001,11.88383274230278
3.0,375.6229687499999,2.4891256699671516
3.0,138.68046875,45.61976986743364
3.0,81.44453125,52.902433551608546
3.0,234.94375000000005,27.41006409801556
3.0,148.826875,43.12997315306409
3.0,95.643125,58.7560787862269
3.0,107.86890625000002,51.00895259095271
3.0,88.95312500000001,57.55292831787396
3.0,89.27687499999999,59.11783127855357
3.0,391.29906250000016,20.455814745712317
3.0,390.33421875000016,12.301154037566356
1.0,49.319531250000004,56.35210149395793
1.0,32.9471875,61.62818967621634
3.0,356.6989062500002,0.7563527807215422
3.0,356.97218750000025,13.18197863402338
3.0,226.53234374999994,35.057497944598516
3.0,219.4399999999999,20.47977734152404
3.0,35.3884375,63.0003988577352
3.0,48.26796875,60.529490300515086
3.0,372.0475,20.286934691041786
3.0,285.0190624999999,8.740196927710087
3.0,443.6298437500001,16.550487054643227
3.0,441.26734375000007,14.87551685157657
3.0,89.02375000000002,55.86344378625333
3.0,88.80734375000002,59.54560537093872
3.0,55.152812500000024,62.36620162278516
3.0,46.847187499999976,64.0394588816166
0.0,46.49671875000002,45.66092613312016
0.0,15.410156250000002,62.87069179873497
3.0,68.77406249999997,56.56653857634741
3.0,53.08578124999998,59.96275592215472
3.0,83.48718749999999,56.999405154019186
3.0,83.50249999999997,60.849405868569654
3.0,92.63593749999998,50.52423347271619
3.0,93.06203124999996,53.38228837349483
2.0,51.611406250000016,60.627813109319
2.0,22.09703125,66.52180167381529
3.0,105.25437500000004,48.7939465367894
3.0,105.0571875,46.96567685123473
3.0,39.00093750000001,63.83472216422697
3.0,66.52843750000002,62.013076365011685
2.0,65.37296875000001,57.605947660360194
2.0,26.420937499999997,65.44026420878868
3.0,103.63593749999997,47.12048936032697
3.0,104.15687499999997,47.17522477880952
3.0,203.54203125000018,38.892022410595985
3.0,194.06578124999987,37.547394130485756
3.0,25.234062500000004,67.89224581166829
3.0,27.333437500000002,67.22857085927043
3.0,60.29015625000001,61.249774085855336
3.0,104.734375,55.48796532484126
1.0,42.05999999999999,58.59521815801125
1.0,79.62296874999998,49.0420546685219
3.0,46.867968749999996,62.989835514690334
3.0,47.455,64.31896726855126
1.0,121.99234375,33.61480041884798
1.0,89.15812499999997,46.185652609745034
3.0,39.77968749999998,61.884086589525296
3.0,40.215937499999974,63.612420261067314
3.0,131.77812499999993,51.318526693261305
3.0,132.02937499999987,46.84792430892723
3.0,46.44828124999998,65.33207852038359
3.0,46.54390624999999,60.96950575139326
3.0,46.601406250000004,65.61470526625047
3.0,48.2359375,62.1657944562474
1.0,64.5084375,52.44959273891787
1.0,64.47906250000001,52.44375830314781
3.0,134.0628125000001,45.161236402528814
3.0,134.3637500000001,43.76427896280633
3.0,90.30578125000002,58.74532566449349
3.0,90.30578125000002,53.48057468981733
3.0,38.87249999999999,63.38999528605128
3.0,145.02453124999994,45.75816340410024
3.0,66.14687499999998,56.675067782123776
3.0,66.36718749999997,59.404272603675885
2.0,370.9696875000003,-2.0108893588037375
2.0,371.2918750000004,-10.701635514243364
3.0,163.6796875,46.936095176628655
3.0,92.68187500000009,52.407065596694764
1.0,189.95687500000003,15.548351021939276
1.0,97.66796875,43.045773223104305
3.0,77.30921875000003,58.838544742008594
3.0,37.240468750000005,66.34861948172656
3.0,46.663906250000004,65.524423056351
3.0,17.445156249999997,68.77949722950352
3.0,36.106406249999985,63.54015211081041
3.0,46.904843750000005,60.96035683904276
3.0,78.28421875,57.659725000244734
3.0,87.46390625000002,56.79462759030142
2.0,71.75703124999998,55.53615704760638
2.0,72.41109375,55.60450156520663
3.0,132.04328124999995,45.065290170119226
3.0,131.96968750000002,53.985204059908625
0.0,48.52046875000001,46.21768377699613
0.0,41.54874999999999,50.12209077592831
3.0,261.2784374999999,30.5550546546691
3.0,251.0524999999999,25.26109796952145
3.0,34.458437499999995,65.82256195506055
3.0,35.54156250000001,65.05134128036143
3.0,49.61156250000001,61.045541760533744
3.0,35.7409375,64.93609751689512
3.0,41.209687499999994,64.36536052002974
3.0,73.48640625000002,60.62373460743244
3.0,106.72062500000001,49.02469011605267
3.0,59.03703125000002,63.91662993667692
0.0,40.83203124999999,49.809039372413054
0.0,29.161249999999995,55.33943919804779
3.0,64.99484374999999,60.76150904231828
3.0,66.34249999999996,62.9763738496288
2.0,172.4331250000002,36.70374415335775
2.0,172.2635937500002,36.59962050418422
3.0,185.27390624999987,47.7873056054198
3.0,102.62421875000001,50.083649927964764
3.0,96.82328125,52.65989672784171
3.0,107.51031249999998,51.122386538735725
3.0,34.19624999999999,65.27384843449425
3.0,34.19624999999999,63.470465872403594
3.0,42.128750000000004,64.48119630247993
3.0,22.358749999999997,66.28329149172446
3.0,170.73828125,48.234550459788565
3.0,259.5773437500001,39.90802277215747
3.0,201.76171875,31.432395035474407
3.0,304.5749999999999,27.58476602655137
1.0,66.42328125,52.78201356499741
1.0,81.16546875000006,48.20582241424255
3.0,90.72781250000008,57.70676958990774
3.0,174.98125000000013,48.10559726400551
3.0,54.88671875,59.47617900543665
3.0,65.35390625,61.24407468604408
3.0,84.90671874999995,57.027074729003935
3.0,130.6778125,53.0517160697829
3.0,29.51234375,64.83651461203767
3.0,32.52265625,64.41482563872783
2.0,50.99578125,59.99139643154367
2.0,45.60624999999999,60.89143828787512
2.0,98.68953125000003,51.553633670545466
2.0,52.162343750000005,59.63804624398191
3.0,135.56312499999999,52.11654898719851
3.0,171.51546875000008,38.033467303407676
3.0,55.267343750000016,62.12456673057966
3.0,39.49125,63.40442221254519
3.0,34.63578125000001,66.8449628193632
3.0,71.54468750000005,59.15523370676452
0.0,12.815312500000003,64.68655516594507
0.0,10.413437499999997,65.8227403301069
3.0,183.1870312500001,39.42514566815486
3.0,180.86812499999996,40.775033017151515
3.0,10.919218750000002,69.29978089161762
3.0,11.080781249999998,68.85097999657731
3.0,24.414843750000006,66.83377837693853
3.0,28.24921874999999,65.66180811843758
3.0,192.59812499999984,45.368811576569556
3.0,317.82171875,30.07609127943215
3.0,295.89796875,25.82137269196724
3.0,295.56625,26.639231411221196
3.0,199.12593750000016,35.593229211425125
3.0,198.9714062500001,35.32893021800154
3.0,312.03718749999985,0.030757800949430703
3.0,312.1518749999999,14.472944067441297
3.0,26.266718750000003,67.3646268261681
3.0,19.688906250000002,68.09127582128458
0.0,105.37968749999997,18.14083990457371
0.0,54.22828125000001,42.11535004939202
2.0,40.24078125,62.41005502245643
2.0,25.618437500000006,65.36180486887393
0.0,20.397031249999998,60.7140388964648
0.0,10.528281250000001,65.33620908467582
3.0,119.57640625000008,51.71314967778955
3.0,88.13671874999996,52.852809781148565
3.0,122.44421875000003,54.16457218947505
3.0,117.84734375,45.154933237700114
3.0,31.696406249999995,64.39993528269108
3.0,31.696406249999995,66.42221039116268
3.0,137.78,50.964136074241935
3.0,137.98609374999998,48.683518200311866
3.0,144.0806250000001,53.002058220479185
3.0,94.64265624999993,59.585661464884176
3.0,114.54781249999998,48.40120854638167
3.0,115.25828125000002,48.146233452592256
3.0,25.32843749999999,65.5324655327383
3.0,21.26031249999999,67.62263249557427
2.0,515.1024999999995,-40.56012761112554
2.0,348.4620312500004,0.8068054168623746
2.0,34.21843749999999,63.714972060556825
2.0,63.650000000000006,56.814184837367506
1.0,28.231093749999996,62.90337101079949
1.0,67.63671874999997,51.48757542983168
3.0,156.78546875000018,48.99139113536225
3.0,179.08406250000021,38.20368006951439
3.0,68.02953124999998,61.00184132687001
3.0,191.69109375000002,36.72268242314163
3.0,129.03093750000002,44.75222505128521
3.0,123.72812500000002,51.82144905517212
3.0,104.61687500000016,54.956662108560145
3.0,112.60546875000017,46.80561188833751
3.0,145.35218750000004,44.34027765477779
3.0,181.1617187499999,38.22515490914281
2.0,273.24937499999976,16.691554547888344
2.0,273.0021874999997,11.899169948084868
3.0,110.41218749999997,49.14752429157099
3.0,103.60703124999998,48.02903897776285
3.0,47.71203125,64.78809478739433
3.0,48.57640624999999,60.08758661060146
3.0,150.62171874999993,49.687257346090476
3.0,146.02812500000002,51.50237859802181
2.0,64.17046875000001,57.54058406276584
2.0,117.68593750000001,45.20056358663318
2.0,124.19000000000003,46.79793888157958
2.0,158.58093749999986,36.71864489313893
3.0,92.69859374999999,51.94417753852759
3.0,71.89296875000002,61.13647407079529
3.0,69.55484374999999,55.49207426352004
3.0,69.92062499999997,61.28643224669137
3.0,324.20890625000015,17.4625992695577
3.0,342.8398437500001,8.368263944393519
3.0,156.98093749999995,35.78589382499161
3.0,157.36109374999998,45.21944290766602
1.0,39.76906249999999,59.15757554088076
1.0,39.99656249999999,59.8325281946735
3.0,73.15921875000001,61.05649536128136
3.0,73.28921874999999,58.384570899832845
3.0,96.62218749999992,48.96971059791922
3.0,96.40812499999993,57.46034375789123
3.0,72.50656249999997,61.117917133500725
3.0,135.85640625000002,44.76979969759964
2.0,28.393437499999997,64.81866536480487
2.0,50.01953125000001,59.970134252395724
3.0,39.25281250000001,64.64999218606017
3.0,85.20937500000001,57.54682663035923
3.0,124.47812499999999,52.235754043781775
3.0,137.85562500000003,53.79282387286604
3.0,48.59109375000001,63.01190343698747
3.0,61.03875,62.541562999755975
3.0,222.47515625000005,41.33430603512189
3.0,222.30843750000008,28.750558501021096
3.0,46.29781249999999,63.27567490585589
3.0,72.90999999999998,58.954441642354205
3.0,201.5656249999998,43.78183280891127
3.0,239.0407812499998,38.526114411700384
3.0,80.02265624999998,55.122889950665474
3.0,33.97734375,63.99400276795643
3.0,43.92406250000001,62.138071209517726
3.0,42.2778125,64.8474398556609
3.0,45.608906250000004,63.1308039917071
3.0,45.57234375000001,64.3588084039771
2.0,67.51312500000002,56.08212087264454
2.0,67.38484375,56.56669709164857
3.0,27.94453125,64.82040669008086
3.0,23.826093750000002,66.21539677631115
3.0,69.75156249999999,57.123718480648975
3.0,70.04406249999998,55.42328921712637
2.0,158.52953124999996,36.41510957974891
2.0,313.3387500000001,4.596575012919317
3.0,48.934375,65.30634268782566
3.0,74.53874999999998,60.809235227365576
3.0,8.6840625,69.31225552535932
3.0,8.18671875,69.23568413121912
3.0,116.59046875,44.79234435331779
3.0,57.36406249999998,59.45052198531883
3.0,37.791562500000005,65.17159785639743
3.0,37.791562500000005,64.36660131412194
3.0,12.792500000000002,68.66704304200407
3.0,59.192499999999995,58.42587623674939
3.0,76.25093749999995,53.67112757900644
3.0,75.33593749999994,55.976460621657054
3.0,87.51484375000001,54.353623728853506
3.0,135.28468750000005,53.46703538272584
3.0,154.41828125,45.735428026220475
3.0,134.61671875000002,53.135313822791574
3.0,83.10312499999998,57.015073716499934
3.0,135.81796875,40.70208272254159
1.0,102.75484374999999,42.44767519181326
1.0,95.66453125000001,43.36772872683081
3.0,265.82437500000003,20.527007690253242
3.0,266.43515625,12.187621040077246
3.0,79.76515625,58.51663772377034
3.0,64.93109374999999,60.76120706010705
3.0,272.6809375000001,18.228493263072835
3.0,274.0412500000001,38.138347414221236
2.0,121.73921874999998,45.292208538678615
2.0,121.98890625,46.1413066704738
3.0,108.08187499999994,56.34454963669733
3.0,74.25812499999998,61.059944583170285
2.0,328.31140624999983,0.4917036863632802
2.0,315.4584375,1.0104298301741323
3.0,44.47843749999997,63.865628976747324
3.0,71.3715625,60.776744815735384
3.0,47.38468749999999,64.326310866418
3.0,47.1346875,62.17954118072562
2.0,152.07640625000008,38.23143485777346
2.0,35.74515624999998,63.32167284646753
3.0,117.2471875,55.25662223436068
3.0,66.92000000000003,60.35606449100409
3.0,94.24921874999998,58.757312214677135
3.0,143.67265625000005,38.17234438780003
3.0,65.75765625000003,62.196687882010636
3.0,66.14312500000003,58.28616388516704
1.0,261.7456249999999,-6.444528490435161
1.0,185.5370312500001,20.005304740534875
3.0,199.79390625000013,31.91263457025228
3.0,244.15656249999992,28.98376580457505
3.0,20.832656250000003,68.3463458963043
3.0,17.167343749999997,68.62974069730346
3.0,179.86046875000002,48.06950370066853
3.0,180.06875000000005,49.01588317245686
3.0,305.76562499999994,3.9256770921770254
3.0,294.36640624999995,8.27143217801666
0.0,25.930781249999995,58.3840217240188
0.0,8.06921875,66.69798420056595
3.0,46.0028125,63.72874036346479
3.0,45.9971875,63.138040796616316
0.0,67.46015625,34.62552672452356
0.0,18.176718750000003,61.65143579663017
3.0,195.33765625,37.91234394101319
3.0,218.49515625,25.508363925454233
1.0,79.20109375,46.891598802170996
1.0,38.799218749999994,59.44108169940463
3.0,16.451093750000002,67.3854399322673
3.0,52.80703124999997,60.9160044138398
3.0,62.201875000000015,62.52062598827719
3.0,76.21624999999996,55.05238983158338
3.0,21.753593749999997,67.7641492854076
3.0,43.69484375,63.284189681176294
3.0,46.552812499999995,61.00676981859155
3.0,29.104062499999994,66.74717056626106
3.0,192.50234375000005,33.248346399675185
3.0,191.8385937500001,38.785614293249616
3.0,185.50921875000006,39.93093231486701
3.0,185.52359375000006,40.06914370111556
2.0,304.5409375,7.77157846398817
2.0,298.24234375,7.5153286280455305
3.0,276.84437499999996,33.3960936003931
3.0,205.9834374999999,24.862540537483433
3.0,276.39984375000006,31.624298869115698
3.0,204.72906249999997,35.6809415019303
3.0,17.267968749999998,68.79715016123825
3.0,25.024843750000002,66.1647349771162
2.0,127.93375000000007,42.499823028254866
2.0,279.8782812500002,10.740683843118163
3.0,40.16421875000001,62.350660492074944
3.0,32.88671874999999,65.67279095786304
3.0,55.42374999999999,62.661433451682655
3.0,76.1225,61.220293627548344
3.0,143.58187499999994,45.076760670798976
3.0,98.78953124999995,56.36800214872674
3.0,39.73812499999998,62.01388102225001
3.0,13.256875,69.44865239355369
3.0,113.44749999999993,52.95598848265061
3.0,114.31343749999994,53.09914543855841
3.0,28.697499999999994,66.49019059697285
3.0,30.573281249999997,64.87990754277726
3.0,29.157343750000003,66.88654220654665
3.0,39.647968750000025,63.459207303444956
3.0,162.4959375,47.57030584667966
3.0,75.22031249999999,58.32542434034889
2.0,29.835468750000004,65.04310708910923
2.0,34.20734375,64.09132590111899
3.0,240.55906249999998,42.17542436538524
3.0,151.02781249999995,44.70462990213203
3.0,49.03812500000003,62.82720799582718
3.0,72.81999999999998,61.778388130498016
3.0,38.27421875000002,63.296322589711245
3.0,67.62390625,56.68249192632307
3.0,31.35390625,64.92012457733489
3.0,46.64609374999998,62.13067216903132
3.0,132.44140625000003,55.06521233378128
3.0,145.58984375000003,40.222047385993235
3.0,43.83890625,64.8009677919745
3.0,41.39156250000001,64.07808480739429
3.0,171.059375,40.62850894181783
3.0,111.45624999999998,51.685568257028294
3.0,68.84937499999998,55.096698735925784
3.0,68.84937499999998,62.78571058522016
3.0,133.08640625000007,53.79975138819569
3.0,94.47796875000004,54.44762179418911
3.0,56.62781249999999,58.979763963181945
3.0,56.762499999999996,58.187405291359276
2.0,117.66453124999997,46.62874498730916
2.0,75.92562500000008,54.286945438187566
3.0,114.28750000000001,50.20800977414903
3.0,51.39859375000003,63.29346488000105
3.0,170.2542187499999,48.26764253635855
3.0,96.6906250000001,52.82206438781581
3.0,94.33859374999996,50.09240836217421
3.0,156.35468750000013,48.584008616008006
3.0,223.66671874999975,28.15637230567844
3.0,125.9990625,45.65576062626383
3.0,327.39046875,14.134611997446164
3.0,328.18484375,7.616589929394863
3.0,190.18812500000004,43.62939433774301
3.0,162.29031249999986,39.4419807412071
0.0,15.506718749999997,62.657543260316736
0.0,20.6015625,59.736854066329485
1.0,50.41609375,55.73852357703042
1.0,29.438125000000003,62.351804675435744
3.0,88.42953125,56.35025114800035
3.0,91.5359375,51.75219607627497
3.0,92.05812499999996,54.63274022554107
3.0,51.46328125000001,59.66709032675089
1.0,93.16437499999999,43.649553182119064
1.0,36.37906250000001,60.06809105982251
3.0,110.04859375000008,46.47169075604626
3.0,69.95140624999998,62.42508315246516
3.0,41.53609375,65.19470215460964
3.0,37.43640624999999,63.85685567149181
3.0,36.59031249999999,63.36651876063526
3.0,17.089374999999997,67.0559879554158
3.0,46.124218750000004,61.167630619265715
3.0,38.1771875,64.30477675880192
3.0,160.24703125000002,50.648081378129575
3.0,158.0181249999999,35.845953946613726
3.0,85.02468750000001,58.28020412930177
3.0,85.85343750000006,56.60590283966536
3.0,74.20750000000004,60.16942786804339
3.0,67.79249999999996,56.12005782824386
3.0,105.06640624999999,57.84675701526575
3.0,104.9634375,56.37105204396464
3.0,81.71937499999997,54.69039421595222
3.0,81.71937499999997,59.78272722784408
3.0,39.148593749999996,64.97872500062375
3.0,34.85140625,63.47761099478062
3.0,240.79031249999983,17.19778580121627
3.0,240.58406249999985,18.251392349209127
1.0,118.45406249999998,38.1010564304387
1.0,65.32703124999998,51.99652955545115
3.0,49.433281249999986,64.59735735075327
3.0,37.560312499999995,66.3297809591152
3.0,27.924843750000008,66.9049357876651
3.0,28.430781250000003,64.66996006366321
3.0,79.60124999999995,61.0082007674344
3.0,80.18390624999995,54.57659147020582
0.0,51.06296874999999,45.69718504933398
0.0,50.9290625,45.93793470320212
3.0,58.26109375000001,60.02218513470494
3.0,58.016562500000006,59.47124232968885
1.0,38.40250000000001,59.53803109262248
1.0,131.40734374999994,31.059878460967433
3.0,62.02890624999998,60.7133133151805
3.0,68.39109375000001,55.75015097763808
3.0,424.60234375,-14.599506281211717
3.0,424.42187499999994,13.06456406969226
3.0,36.18843749999999,66.16397156993018
3.0,36.18843749999999,66.45815116506303
1.0,151.75671875,28.752090930105958
1.0,198.49734375,15.180223453887223
3.0,153.08390625000013,42.1292750791979
3.0,220.25578125,23.938931791114136
2.0,51.2853125,59.63148784154732
2.0,46.49484375000002,60.89700653968033
3.0,59.50453125000001,62.842958116525864
3.0,59.356249999999996,58.97839520669124
2.0,22.3175,66.30162285967063
2.0,44.48953124999999,61.73990119624199
0.0,48.07125000000001,45.77383119665061
0.0,50.06890624999998,46.21949222669375
3.0,58.42171875000002,62.46191922705882
3.0,115.25953125000001,54.81705083287932
3.0,152.92656250000007,48.370020700227286
3.0,227.90515624999998,20.237206569066068
3.0,176.71015625,48.11980500283062
3.0,104.57312500000002,54.52820325250282
0.0,30.002343749999994,56.34668517582017
0.0,33.1303125,53.527186134886065
3.0,18.2121875,67.82253806243725
3.0,33.7878125,63.42756400097308
3.0,66.73890625000001,55.99224155772542
3.0,66.888125,57.07857889214406
3.0,66.84796875,60.64908117420072
3.0,67.2515625,59.7795051011595
3.0,8.686875,69.45801307315462
3.0,8.686875,69.55912112818346
3.0,36.1321875,63.27264848262386
3.0,90.9853125,57.65897899063059
3.0,34.050156249999986,66.03304940146133
3.0,26.590781249999992,66.90333184585089
3.0,20.6084375,68.47070562895455
3.0,25.391562500000003,67.99028120014835
2.0,265.77265625,15.37081685463091
2.0,265.32406249999997,12.794173602049142
3.0,55.285,62.41967111599655
3.0,55.32078125,58.79712083741943
3.0,36.50125,66.41681741363342
3.0,36.50125,65.4626149662761
3.0,186.90093749999997,38.11506522613906
3.0,156.25171874999995,41.1572678657852
3.0,13.3746875,68.14877433001381
3.0,11.572812499999998,68.53432846992759
1.0,19.766562499999996,65.01503185982689
1.0,30.923281249999995,61.87219453019199
2.0,81.97343750000003,53.63038356919376
2.0,93.89296874999998,52.48019688643672
3.0,61.47656250000004,56.9994471304819
3.0,60.70312500000003,61.93284799532027
3.0,34.45703124999999,65.96278846630874
3.0,33.981875,63.31744691154262
3.0,54.95015625000002,63.370769855078244
3.0,55.08843750000002,64.48280462368388
2.0,178.32218750000015,32.45375296443332
2.0,105.39828124999994,50.39526291816303
3.0,171.5140624999999,32.59468785601326
3.0,226.89265625000013,36.515050217939894
3.0,18.169687500000006,67.72260585670112
3.0,18.169687500000006,68.18309206752082
3.0,8.8546875,69.83776566112257
3.0,8.971875,69.73779910890502
3.0,10.443593750000002,69.60385274121178
3.0,10.443593750000002,69.58672450914999
3.0,32.452031250000005,66.73460466632214
3.0,32.476406250000004,63.97202048915362
0.0,160.1671875,-12.617693611712141
0.0,160.39234375,-8.70851793054237
3.0,342.32578125000015,11.879164448034302
3.0,374.41625,-9.917748481415373
3.0,143.93656250000012,49.086903845901084
3.0,143.8662500000001,54.32894158678516
3.0,70.96687500000003,61.82582250616739
3.0,62.950468749999985,59.43884265559107
3.0,24.784062499999997,68.13693981807356
3.0,40.6228125,62.789744836493796
1.0,28.641406250000003,62.38969080063301
1.0,28.69390625,62.444523863051096
3.0,78.62750000000004,53.04718240850656
3.0,118.60625000000002,53.683507330557475
3.0,530.1721874999997,-22.80982007395602
3.0,529.1571874999997,-16.81702494254195
3.0,40.9346875,62.2305848460138
3.0,40.9346875,65.86210551440664
3.0,142.91437500000006,46.81729994136374
3.0,143.9382812500001,47.233402257743776
3.0,82.27546874999992,55.08235860159154
3.0,87.46843750000005,53.22744174062829
3.0,246.97484375000005,41.60059958220718
3.0,226.65312500000016,24.68443935909012
3.0,46.32140625,60.40591147226793
3.0,46.40046875000001,64.74984633805373
3.0,92.39984375000004,58.40486857767488
3.0,92.66953125000005,56.98022009182957
3.0,78.33625,60.81881753329746
3.0,78.49921875000001,53.78654695868754
2.0,56.25375,59.212059169839854
2.0,53.69015625000001,60.19238340268684
3.0,33.066875,65.21587122287393
3.0,30.762812499999995,66.52544221156793
2.0,103.05562499999992,48.82874146396533
2.0,14.75046875,68.02917622561179
3.0,54.33875000000002,63.88065519640893
3.0,63.29999999999999,59.93333172152984
3.0,28.139375000000005,65.91532971743777
3.0,70.85000000000001,60.368930767566766
2.0,240.51718750000023,18.004399417431166
2.0,186.9554687500002,33.19799254012473
3.0,16.5721875,68.50357545237698
3.0,77.36578125,56.27853910865671
3.0,54.29124999999999,64.65783672175051
3.0,35.82999999999999,63.23009572451424
3.0,46.4375,64.10343338062661
3.0,37.73546874999999,62.67214440414462
3.0,114.96390625000002,53.70658408552559
3.0,114.90734375000001,54.437269966402624
3.0,30.372812499999995,65.76620789071367
3.0,30.397499999999994,67.38928257544605
3.0,138.02906249999995,53.71079829948849
3.0,137.81515624999997,48.98686453629327
3.0,51.39062500000001,62.261708439323506
3.0,51.136250000000004,60.3258583213359
3.0,110.56593749999993,50.654079725532036
3.0,110.3003124999999,55.653188528579406
3.0,59.61468749999999,63.470731069672425
3.0,62.202656249999976,59.4545033236131
3.0,115.20781249999997,50.64922151597493
3.0,250.67250000000007,14.725776980070194
3.0,207.09281249999978,38.101720482685494
3.0,87.98906249999993,56.24517801430588
2.0,111.68890625000002,46.3678325902562
2.0,166.16968749999995,35.710786443172154
3.0,305.4753124999998,14.64250029981855
3.0,340.3525000000003,3.6850478143157943
0.0,21.01859375,59.8911112684208
0.0,23.2778125,58.6490965611085
3.0,34.363125,63.192880494227346
3.0,34.270625,66.61328584497174
2.0,333.93125000000015,1.2620533543515933
